(2084, (0.007770524360239506, 0, [0]))
(1715, (0.007790312636643648, 2, [2]))
(1372, (0.007794842589646578, 0, [0]))
(2100, (0.007828219793736935, 0, [0]))
(1386, (0.007830365560948849, 0, [0]))
(20, (0.007852417416870594, 4, [4]))
(2333, (0.00785718485713005, 0, [0]))
(1040, (0.007878163829445839, 0, [0]))
(308, (0.007890559732913971, 2, [2]))
(1711, (0.007890678942203522, 2, [2]))
(2641, (0.00789353996515274, 2, [2]))
(119, (0.007898068986833096, 0, [0]))
(1303, (0.007901168428361416, 6, [6]))
(1189, (0.007902002893388271, 6, [6]))
(2867, (0.007904505357146263, 7, [7]))
(367, (0.007908796891570091, 6, [6]))
(1187, (0.007920239120721817, 4, [4]))
(1775, (0.007940858602523804, 0, [0]))
(51, (0.007944433949887753, 0, [0]))
(814, (0.007945745252072811, 2, [2]))
(1605, (0.007967079989612103, 0, [0]))
(1709, (0.007972442544996738, 0, [0]))
(2160, (0.007976138032972813, 0, [0]))
(1078, (0.007993776351213455, 0, [0]))
(1532, (0.007998663000762463, 0, [0]))
(395, (0.008000570349395275, 6, [6]))
(2253, (0.008014990948140621, 0, [0]))
(669, (0.008018923923373222, 0, [0]))
(1, (0.00802464410662651, 0, [0]))
(1297, (0.00803584698587656, 6, [6]))
(639, (0.0080419247969985, 0, [0]))
(294, (0.008043951354920864, 4, [4]))
(1771, (0.008060397580265999, 0, [0]))
(1456, (0.008087330497801304, 6, [6]))
(2147, (0.008093168959021568, 0, [0]))
(2581, (0.008093884214758873, 0, [0]))
(1511, (0.008128919638693333, 4, [4]))
(2914, (0.00814572162926197, 0, [0]))
(1629, (0.008146436884999275, 2, [2]))
(2399, (0.008152633905410767, 2, [2]))
(1332, (0.008159901946783066, 7, [7]))
(206, (0.008160140365362167, 0, [0]))
(2828, (0.00816883984953165, 6, [6]))
(2325, (0.008176823146641254, 0, [0]))
(2082, (0.00817837193608284, 0, [0]))
(1323, (0.00818504486232996, 6, [6]))
(2483, (0.0081983907148242, 0, [0]))
(914, (0.00819850992411375, 4, [4]))
(303, (0.008207804523408413, 0, [0]))
(2789, (0.008209234103560448, 6, [6]))
(1769, (0.008219004608690739, 0, [0]))
(1701, (0.008224009536206722, 0, [0]))
(2005, (0.008224486373364925, 6, [6]))
(1327, (0.008226869627833366, 6, [6]))
(1725, (0.008229251950979233, 0, [0]))
(2397, (0.00823330320417881, 6, [6]))
(721, (0.0082355672493577, 6, [6]))
(2603, (0.008241644129157066, 3, [3]))
(1646, (0.008248554542660713, 4, [4]))
(1565, (0.00824950821697712, 4, [4]))
(2693, (0.008253559470176697, 2, [2]))
(1337, (0.008260112255811691, 6, [6]))
(1249, (0.00826654676347971, 2, [2]))
(2711, (0.008275721222162247, 7, [7]))
(2621, (0.008315634913742542, 0, [0]))
(462, (0.008318851701915264, 0, [0]))
(689, (0.008320042863488197, 0, [0]))
(429, (0.008339344523847103, 0, [0]))
(2629, (0.008344348520040512, 0, [0]))
(1353, (0.008348279632627964, 7, [7]))
(1649, (0.008368771523237228, 2, [2]))
(2245, (0.008374251425266266, 0, [0]))
(2849, (0.008386165834963322, 6, [6]))
(1092, (0.008394147269427776, 6, [6]))
(149, (0.00839462410658598, 3, [3]))
(297, (0.008406299166381359, 4, [4]))
(1541, (0.00841535348445177, 4, [4]))
(847, (0.008423573337495327, 4, [4]))
(911, (0.008423573337495327, 7, [7]))
(1415, (0.008424883708357811, 6, [6]))
(841, (0.008425955660641193, 6, [6]))
(1933, (0.00843119714409113, 7, [7]))
(927, (0.008448709733784199, 0, [0]))
(2525, (0.00845335517078638, 0, [0]))
(27, (0.008454427123069763, 3, [3]))
(2519, (0.008457882329821587, 6, [6]))
(1729, (0.008474321104586124, 0, [0]))
(1957, (0.008475036360323429, 6, [6]))
(421, (0.00848254095762968, 6, [6]))
(2319, (0.008497312664985657, 7, [7]))
(732, (0.008502672426402569, 2, [2]))
(942, (0.008507080376148224, 7, [7]))
(215, (0.00850862916558981, 3, [3]))
(790, (0.008523518219590187, 0, [0]))
(522, (0.008529355749487877, 7, [7]))
(2268, (0.008533524349331856, 5, [5]))
(877, (0.00854210089892149, 4, [4]))
(1891, (0.008544483222067356, 7, [7]))
(151, (0.008549009449779987, 6, [6]))
(359, (0.00854936707764864, 0, [0]))
(675, (0.008562469854950905, 3, [3]))
(2346, (0.008566400036215782, 2, [2]))
(302, (0.008567710407078266, 6, [6]))
(2545, (0.00857688207179308, 6, [6]))
(2848, (0.008579145185649395, 7, [7]))
(2493, (0.008608565665781498, 0, [0]))
(467, (0.00862250104546547, 7, [7]))
(261, (0.008626074530184269, 6, [6]))
(735, (0.008628695271909237, 6, [6]))
(1625, (0.008630243130028248, 0, [0]))
(1885, (0.008638580329716206, 4, [4]))
(435, (0.008641320280730724, 0, [0]))
(1967, (0.008648823946714401, 4, [4]))
(329, (0.008648823946714401, 4, [4]))
(90, (0.00866371113806963, 6, [6]))
(2850, (0.008670976385474205, 6, [6]))
(2878, (0.008672286756336689, 1, [1]))
(337, (0.00869324803352356, 7, [7]))
(2548, (0.008700394071638584, 4, [4]))
(1672, (0.008702299557626247, 4, [4]))
(187, (0.00871337577700615, 2, [2]))
(2675, (0.0087207593023777, 3, [3]))
(1723, (0.008739099837839603, 0, [0]))
(164, (0.0087494608014822, 4, [4]))
(2387, (0.008754939772188663, 6, [6]))
(2113, (0.008774470537900925, 6, [6]))
(1827, (0.00877804309129715, 4, [4]))
(2027, (0.00878590252250433, 7, [7]))
(1558, (0.008786140941083431, 2, [2]))
(2653, (0.008794477209448814, 7, [7]))
(1926, (0.008803527802228928, 0, [0]))
(1460, (0.008808290585875511, 4, [4]))
(263, (0.008818055503070354, 7, [7]))
(524, (0.008820794522762299, 0, [0]))
(683, (0.00883603747934103, 7, [7]))
(981, (0.008839013986289501, 7, [7]))
(1845, (0.008840919472277164, 4, [4]))
(1226, (0.008856519125401974, 3, [3]))
(1502, (0.008860091678798199, 0, [0]))
(1837, (0.008867474272847176, 0, [0]))
(880, (0.008869022130966187, 7, [7]))
(2298, (0.008877238258719444, 0, [0]))
(2723, (0.008895337581634521, 6, [6]))
(2949, (0.008899743668735027, 7, [7]))
(2784, (0.008902601897716522, 1, [1]))
(1983, (0.008914747275412083, 7, [7]))
(2936, (0.008919866755604744, 2, [2]))
(1979, (0.008944038301706314, 4, [4]))
(1986, (0.008944752626121044, 6, [6]))
(373, (0.008945110253989697, 4, [4]))
(88, (0.008950110524892807, 0, [0]))
(818, (0.00897166132926941, 0, [0]))
